Booking_ID,Booking_Date,Check_in_Date,Check_out_Date,Room_Type,Rate_Plan,Booked_Rate,Number_of_Nights,Number_of_Guests,Booking_Channel,Cancellation_Status,Revenue_Generated
BKG00201,2024-11-30,2025-01-11,2025-01-14,Standard,Early Bird (> 30 days),1209383.31,3,1,OTA,Confirmed,3628149.93
BKG00202,2024-12-10,2025-01-11,2025-01-12,Standard,Early Bird (> 30 days) + Member,1066043.83,1,1,OTA,Confirmed,1066043.83
BKG00203,2024-12-28,2025-01-11,2025-01-15,Standard,BAR,1337090.95,4,3,OTA,Confirmed,5348363.8
BKG00204,2024-12-14,2025-01-11,2025-01-14,Standard,Non-Refundable + Member,1151521.4,3,3,Direct,Confirmed,3454564.1999999997
BKG00205,2024-10-30,2025-01-11,2025-01-14,Standard,Early Bird (> 30 days),1195113.3,3,2,Direct,Confirmed,3585339.9000000004
BKG00206,2024-11-06,2025-01-11,2025-01-14,Deluxe,Early Bird (> 30 days),1387251.84,3,2,OTA,Cancelled,0.0
BKG00207,2024-11-10,2025-01-11,2025-01-15,Deluxe,Early Bird (> 30 days),1371258.02,4,3,OTA,Cancelled,0.0
BKG00208,2024-12-05,2025-01-11,2025-01-14,Suite,Early Bird (> 30 days) + Member,1815326.37,3,2,Website,Confirmed,5445979.11
BKG00209,2024-10-21,2025-01-11,2025-01-15,Suite,Early Bird (> 30 days),2143561.18,4,1,Direct,Confirmed,8574244.72
BKG00210,2024-11-21,2025-01-11,2025-01-14,Suite,Early Bird (> 30 days) + Member,1811515.29,3,3,OTA,Confirmed,5434545.87
BKG00211,2024-11-11,2025-01-11,2025-01-13,Suite,Early Bird (> 30 days),2176322.38,2,1,Website,Confirmed,4352644.76
BKG00212,2024-12-26,2025-01-11,2025-01-15,Suite,Corporate,2583419.98,4,1,Website,Confirmed,10333679.92
BKG00213,2024-10-31,2025-01-12,2025-01-15,Deluxe,Early Bird (> 30 days) + Member,1211910.79,3,1,Walk-in,Confirmed,3635732.37
BKG00214,2024-11-10,2025-01-12,2025-01-15,Deluxe,Early Bird (> 30 days),1289490.5,3,3,Website,Confirmed,3868471.5
BKG00215,2024-11-16,2025-01-12,2025-01-16,Deluxe,Early Bird (> 30 days),1412146.72,4,2,Walk-in,Cancelled,0.0
BKG00216,2024-12-29,2025-01-12,2025-01-18,Deluxe,Corporate,1752189.68,6,2,OTA,Confirmed,10513138.08
BKG00217,2024-11-21,2025-01-12,2025-01-16,Deluxe,Early Bird (> 30 days),1384267.51,4,1,Walk-in,Confirmed,5537070.04
BKG00218,2024-10-17,2025-01-13,2025-01-17,Standard,Early Bird (> 30 days) + Member,1117389.97,4,1,Direct,Confirmed,4469559.88
BKG00219,2024-10-17,2025-01-13,2025-01-15,Standard,Early Bird (> 30 days),1140223.28,2,1,OTA,Cancelled,0.0
BKG00220,2024-12-14,2025-01-13,2025-01-17,Standard,Corporate,1461873.1,4,2,OTA,Confirmed,5847492.4
BKG00221,2024-12-31,2025-01-13,2025-01-20,Standard,BAR + Member,1253169.47,7,2,Direct,Confirmed,8772186.29
BKG00222,2024-12-14,2025-01-13,2025-01-14,Standard,Non-Refundable + Member,1172524.31,1,3,Website,Confirmed,1172524.31
BKG00223,2024-11-22,2025-01-13,2025-01-16,Standard,Early Bird (> 30 days),1189000.94,3,2,OTA,Confirmed,3567002.82
BKG00224,2024-12-31,2025-01-13,2025-01-15,Standard,Non-Refundable,1322253.72,2,1,OTA,Confirmed,2644507.44
BKG00225,2024-12-18,2025-01-13,2025-01-16,Standard,Non-Refundable,1262428.19,3,3,Website,Cancelled,0.0
BKG00226,2024-12-18,2025-01-13,2025-01-17,Standard,Non-Refundable + Member,1141309.52,4,1,Direct,Confirmed,4565238.08
BKG00227,2024-10-17,2025-01-13,2025-01-18,Standard,Early Bird (> 30 days),1243501.05,5,2,OTA,Confirmed,6217505.25
BKG00228,2024-12-13,2025-01-13,2025-01-16,Deluxe,Early Bird (> 30 days),1381778.96,3,3,Walk-in,Confirmed,4145336.88
BKG00229,2024-10-30,2025-01-13,2025-01-16,Deluxe,Early Bird (> 30 days) + Member,1248627.34,3,3,Website,Confirmed,3745882.0200000005
BKG00230,2024-12-31,2025-01-13,2025-01-17,Deluxe,BAR,1552678.61,4,2,Walk-in,Confirmed,6210714.44
BKG00231,2024-10-29,2025-01-13,2025-01-19,Deluxe,Early Bird (> 30 days),1396639.43,6,2,Walk-in,Confirmed,8379836.58
BKG00232,2024-12-22,2025-01-13,2025-01-15,Deluxe,BAR,1618267.62,2,1,Direct,Confirmed,3236535.24
BKG00233,2024-11-25,2025-01-13,2025-01-18,Deluxe,Early Bird (> 30 days),1346744.17,5,2,Direct,Confirmed,6733720.85
BKG00234,2024-10-22,2025-01-13,2025-01-18,Suite,Early Bird (> 30 days),2129628.52,5,2,Website,Confirmed,10648142.6
BKG00235,2024-11-26,2025-01-13,2025-01-18,Suite,Early Bird (> 30 days),2156521.14,5,2,Website,Confirmed,10782605.700000001
BKG00236,2024-12-31,2025-01-13,2025-01-17,Suite,Non-Refundable,2237539.36,4,2,Website,Confirmed,8950157.44
BKG00237,2024-12-31,2025-01-13,2025-01-15,Suite,Corporate,2621355.75,2,1,OTA,Confirmed,5242711.5
BKG00238,2024-11-27,2025-01-14,2025-01-16,Standard,Early Bird (> 30 days),1152468.68,2,3,Direct,Confirmed,2304937.36
BKG00239,2024-10-20,2025-01-14,2025-01-16,Standard,Early Bird (> 30 days) + Member,1034320.5,2,2,OTA,Confirmed,2068641.0
BKG00240,2024-12-31,2025-01-14,2025-01-18,Standard,Non-Refundable,1320543.85,4,3,OTA,Confirmed,5282175.4
BKG00241,2024-11-04,2025-01-14,2025-01-18,Standard,Early Bird (> 30 days),1141192.21,4,1,Website,Confirmed,4564768.84
BKG00242,2024-10-18,2025-01-14,2025-01-18,Standard,Early Bird (> 30 days) + Member,1090713.0,4,2,Direct,Confirmed,4362852.0
BKG00243,2024-12-03,2025-01-14,2025-01-17,Standard,Early Bird (> 30 days) + Member,1022300.75,3,3,Direct,Confirmed,3066902.25
BKG00244,2024-11-14,2025-01-14,2025-01-21,Standard,Early Bird (> 30 days),1193563.53,7,3,Website,Confirmed,8354944.71
BKG00245,2024-12-28,2025-01-14,2025-01-18,Standard,BAR,1431567.23,4,2,OTA,Confirmed,5726268.92
BKG00246,2024-12-31,2025-01-14,2025-01-18,Standard,BAR,1451298.55,4,1,Website,Confirmed,5805194.2
BKG00247,2024-12-21,2025-01-14,2025-01-19,Standard,Non-Refundable + Member,1150230.39,5,3,Direct,Cancelled,0.0
BKG00248,2024-12-31,2025-01-14,2025-01-16,Standard,BAR,1429012.19,2,1,OTA,Confirmed,2858024.38
BKG00249,2024-12-16,2025-01-14,2025-01-17,Standard,Non-Refundable + Member,1167048.94,3,2,Walk-in,Confirmed,3501146.82
BKG00250,2024-10-23,2025-01-14,2025-01-17,Standard,Early Bird (> 30 days),1221480.0,3,3,OTA,Confirmed,3664440.0
BKG00251,2024-10-17,2025-01-14,2025-01-18,Standard,Early Bird (> 30 days),1160000.99,4,2,OTA,Confirmed,4640003.96
BKG00252,2024-10-30,2025-01-14,2025-01-17,Standard,Early Bird (> 30 days),1238116.19,3,1,OTA,Confirmed,3714348.57
BKG00253,2024-12-16,2025-01-14,2025-01-17,Standard,Non-Refundable,1258254.56,3,2,OTA,Confirmed,3774763.68
BKG00254,2024-12-31,2025-01-14,2025-01-18,Standard,BAR,1403261.57,4,3,OTA,Confirmed,5613046.28
BKG00255,2024-12-31,2025-01-14,2025-01-15,Standard,BAR,1453474.96,1,1,Direct,Confirmed,1453474.96
BKG00256,2024-11-15,2025-01-14,2025-01-17,Standard,Early Bird (> 30 days) + Member,1038720.67,3,3,Website,Confirmed,3116162.0100000002
BKG00257,2024-12-31,2025-01-15,2025-01-16,Standard,Corporate,1533603.87,1,3,Walk-in,Confirmed,1533603.87
BKG00258,2024-12-31,2025-01-15,2025-01-18,Standard,Corporate,1531893.56,3,3,Walk-in,Confirmed,4595680.68
BKG00259,2024-11-11,2025-01-15,2025-01-18,Standard,Early Bird (> 30 days),1191947.97,3,1,Website,Confirmed,3575843.91
BKG00260,2024-11-01,2025-01-15,2025-01-19,Standard,Early Bird (> 30 days) + Member,1088423.24,4,1,Direct,Cancelled,0.0
BKG00261,2024-12-24,2025-01-15,2025-01-19,Standard,BAR,1457872.12,4,3,OTA,Confirmed,5831488.48
BKG00262,2024-10-25,2025-01-15,2025-01-19,Standard,Early Bird (> 30 days),1166572.72,4,2,Website,Confirmed,4666290.88
BKG00263,2024-11-01,2025-01-15,2025-01-19,Standard,Early Bird (> 30 days),1234024.33,4,1,OTA,Confirmed,4936097.32
BKG00264,2024-12-14,2025-01-15,2025-01-19,Standard,Early Bird (> 30 days),1147386.5,4,1,Website,Cancelled,0.0
BKG00265,2024-11-29,2025-01-15,2025-01-18,Standard,Early Bird (> 30 days) + Member,1051691.18,3,2,Website,Confirmed,3155073.54
BKG00266,2024-12-06,2025-01-15,2025-01-20,Deluxe,Early Bird (> 30 days) + Member,1165591.29,5,1,Website,Confirmed,5827956.45
BKG00267,2024-10-18,2025-01-15,2025-01-16,Deluxe,Early Bird (> 30 days),1314941.78,1,3,OTA,Confirmed,1314941.78
BKG00268,2024-10-19,2025-01-15,2025-01-22,Deluxe,Early Bird (> 30 days),1395675.29,7,2,Website,Confirmed,9769727.030000001
BKG00269,2024-12-31,2025-01-15,2025-01-19,Deluxe,Corporate,1608269.26,4,3,Website,Confirmed,6433077.04
BKG00270,2024-11-14,2025-01-15,2025-01-17,Deluxe,Early Bird (> 30 days),1372983.05,2,3,OTA,Confirmed,2745966.1
BKG00271,2024-11-09,2025-01-15,2025-01-18,Deluxe,Early Bird (> 30 days),1294549.78,3,3,Website,Confirmed,3883649.34
BKG00272,2024-10-23,2025-01-15,2025-01-17,Suite,Early Bird (> 30 days) + Member,1954097.49,2,3,Direct,Confirmed,3908194.98
BKG00273,2024-11-21,2025-01-15,2025-01-21,Suite,Early Bird (> 30 days) + Member,1881487.68,6,1,Website,Confirmed,11288926.08
BKG00274,2024-12-06,2025-01-15,2025-01-20,Suite,Early Bird (> 30 days),1992095.91,5,2,OTA,Confirmed,9960479.549999999
BKG00275,2024-12-31,2025-01-15,2025-01-16,Suite,Non-Refundable,2228737.42,1,1,OTA,Confirmed,2228737.42
BKG00276,2024-12-31,2025-01-15,2025-01-19,Suite,BAR,2438148.45,4,1,Website,Confirmed,9752593.8
BKG00277,2024-11-10,2025-01-16,2025-01-20,Standard,Early Bird (> 30 days),1189191.24,4,3,Walk-in,Confirmed,4756764.96
BKG00278,2024-11-26,2025-01-16,2025-01-21,Standard,Early Bird (> 30 days),1156719.79,5,2,Walk-in,Confirmed,5783598.95
BKG00279,2024-12-31,2025-01-16,2025-01-18,Deluxe,Non-Refundable,1492499.18,2,1,Direct,Confirmed,2984998.36
BKG00280,2024-11-21,2025-01-16,2025-01-17,Deluxe,Early Bird (> 30 days),1333343.94,1,2,Direct,Confirmed,1333343.94
BKG00281,2024-12-06,2025-01-16,2025-01-20,Deluxe,Early Bird (> 30 days) + Member,1192297.72,4,3,Website,Confirmed,4769190.88
BKG00282,2024-12-31,2025-01-16,2025-01-19,Deluxe,Corporate,1729313.94,3,3,Website,Confirmed,5187941.82
BKG00283,2024-11-30,2025-01-16,2025-01-19,Deluxe,Early Bird (> 30 days),1339114.21,3,1,OTA,Confirmed,4017342.63
BKG00284,2024-11-04,2025-01-16,2025-01-20,Deluxe,Early Bird (> 30 days) + Member,1226102.42,4,1,Website,Confirmed,4904409.68
BKG00285,2024-11-24,2025-01-16,2025-01-21,Deluxe,Early Bird (> 30 days),1388973.26,5,1,Walk-in,Confirmed,6944866.3
BKG00286,2024-12-31,2025-01-16,2025-01-21,Deluxe,Non-Refundable,1496615.25,5,3,OTA,Confirmed,7483076.25
BKG00287,2024-10-31,2025-01-16,2025-01-18,Deluxe,Early Bird (> 30 days) + Member,1206426.97,2,2,Website,Confirmed,2412853.94
BKG00288,2024-11-23,2025-01-16,2025-01-20,Suite,Early Bird (> 30 days),2130164.33,4,2,Walk-in,Confirmed,8520657.32
BKG00289,2024-12-23,2025-01-17,2025-01-21,Standard,Non-Refundable,1298114.0,4,3,OTA,Confirmed,5192456.0
BKG00290,2024-12-19,2025-01-17,2025-01-23,Standard,BAR + Member,1222625.62,6,3,Website,Confirmed,7335753.720000001
BKG00291,2024-12-26,2025-01-17,2025-01-21,Standard,Corporate,1425478.98,4,2,Direct,Confirmed,5701915.92
BKG00292,2024-11-18,2025-01-17,2025-01-19,Standard,Early Bird (> 30 days),1250166.55,2,3,Website,Confirmed,2500333.1
BKG00293,2024-11-23,2025-01-17,2025-01-21,Standard,Early Bird (> 30 days) + Member,1085023.09,4,3,Website,Confirmed,4340092.36
BKG00294,2024-12-14,2025-01-17,2025-01-21,Standard,Early Bird (> 30 days),1187501.16,4,3,Walk-in,Confirmed,4750004.64
BKG00295,2024-12-22,2025-01-17,2025-01-23,Standard,Non-Refundable,1382939.15,6,1,Website,Cancelled,0.0
BKG00296,2024-12-31,2025-01-17,2025-01-22,Standard,Non-Refundable,1275415.87,5,1,Direct,Confirmed,6377079.350000001
BKG00297,2024-12-03,2025-01-17,2025-01-20,Standard,Early Bird (> 30 days),1153342.64,3,1,Website,Confirmed,3460027.92
BKG00298,2024-10-24,2025-01-17,2025-01-21,Standard,Early Bird (> 30 days),1186905.63,4,1,Walk-in,Confirmed,4747622.52
BKG00299,2024-11-28,2025-01-17,2025-01-21,Standard,Early Bird (> 30 days) + Member,1057550.82,4,1,Website,Confirmed,4230203.28
BKG00300,2024-12-31,2025-01-17,2025-01-19,Standard,Corporate + Member,1324286.58,2,3,Website,Confirmed,2648573.16
BKG00301,2024-11-22,2025-01-17,2025-01-19,Standard,Early Bird (> 30 days) + Member,1026337.15,2,1,Website,Confirmed,2052674.3
BKG00302,2024-12-31,2025-01-17,2025-01-21,Standard,BAR,1383432.38,4,3,Walk-in,Confirmed,5533729.52
BKG00303,2024-12-05,2025-01-17,2025-01-19,Standard,Early Bird (> 30 days),1242342.28,2,2,OTA,Confirmed,2484684.56
BKG00304,2024-11-14,2025-01-17,2025-01-21,Standard,Early Bird (> 30 days),1151988.23,4,1,Website,Confirmed,4607952.92
BKG00305,2024-12-31,2025-01-17,2025-01-19,Standard,Non-Refundable,1380381.51,2,3,OTA,Confirmed,2760763.02
BKG00306,2024-11-22,2025-01-17,2025-01-19,Standard,Early Bird (> 30 days),1212168.61,2,1,Website,Confirmed,2424337.22
BKG00307,2024-12-11,2025-01-17,2025-01-18,Standard,Early Bird (> 30 days),1198102.52,1,1,OTA,Cancelled,0.0
BKG00308,2024-12-14,2025-01-17,2025-01-22,Standard,Early Bird (> 30 days),1251456.26,5,3,Website,Confirmed,6257281.3
BKG00309,2024-11-01,2025-01-17,2025-01-22,Standard,Early Bird (> 30 days),1159993.76,5,1,Direct,Cancelled,0.0
BKG00310,2024-11-30,2025-01-17,2025-01-20,Standard,Early Bird (> 30 days),1167793.27,3,3,Website,Confirmed,3503379.81
BKG00311,2024-12-31,2025-01-17,2025-01-18,Standard,Corporate,1510694.97,1,3,Direct,Confirmed,1510694.97
BKG00312,2024-12-16,2025-01-17,2025-01-20,Standard,Early Bird (> 30 days),1212421.68,3,3,OTA,Confirmed,3637265.04
BKG00313,2024-11-02,2025-01-17,2025-01-20,Standard,Early Bird (> 30 days),1232891.78,3,2,Website,Confirmed,3698675.34
BKG00314,2024-10-23,2025-01-18,2025-01-24,Standard,Early Bird (> 30 days) + Member,1096895.54,6,1,Direct,Confirmed,6581373.24
BKG00315,2024-12-31,2025-01-18,2025-01-22,Standard,Non-Refundable,1381995.95,4,3,OTA,Confirmed,5527983.8
BKG00316,2024-11-26,2025-01-18,2025-01-23,Standard,Early Bird (> 30 days) + Member,1068002.37,5,3,Direct,Confirmed,5340011.850000001
BKG00317,2024-11-21,2025-01-18,2025-01-20,Standard,Early Bird (> 30 days) + Member,1030269.89,2,3,Direct,Confirmed,2060539.78
BKG00318,2024-12-23,2025-01-18,2025-01-23,Standard,BAR + Member,1211532.56,5,3,Website,Confirmed,6057662.800000001
BKG00319,2024-11-01,2025-01-18,2025-01-22,Standard,Early Bird (> 30 days),1181212.0,4,1,Website,Confirmed,4724848.0
BKG00320,2024-11-07,2025-01-18,2025-01-22,Standard,Early Bird (> 30 days),1143574.94,4,2,OTA,Confirmed,4574299.76
BKG00321,2024-11-03,2025-01-18,2025-01-19,Standard,Early Bird (> 30 days),1191259.18,1,3,OTA,Confirmed,1191259.18
BKG00322,2024-12-03,2025-01-18,2025-01-23,Standard,Early Bird (> 30 days),1141787.37,5,3,Website,Confirmed,5708936.850000001
BKG00323,2024-12-31,2025-01-18,2025-01-21,Standard,BAR,1371413.09,3,3,Website,Cancelled,0.0
BKG00324,2024-12-22,2025-01-18,2025-01-22,Standard,Non-Refundable,1255660.4,4,1,Direct,Confirmed,5022641.6
BKG00325,2024-11-09,2025-01-18,2025-01-24,Deluxe,Early Bird (> 30 days),1362927.82,6,2,OTA,Confirmed,8177566.92
BKG00326,2024-11-04,2025-01-18,2025-01-20,Deluxe,Early Bird (> 30 days),1390772.79,2,2,Walk-in,Confirmed,2781545.58
BKG00327,2024-12-12,2025-01-18,2025-01-20,Suite,Early Bird (> 30 days),2030668.65,2,1,OTA,Confirmed,4061337.3
BKG00328,2024-11-19,2025-01-18,2025-01-19,Suite,Early Bird (> 30 days),1993089.45,1,3,Walk-in,Confirmed,1993089.45
BKG00329,2024-12-07,2025-01-19,2025-01-21,Standard,Early Bird (> 30 days) + Member,1029927.67,2,3,Direct,Confirmed,2059855.34
BKG00330,2024-12-10,2025-01-19,2025-01-23,Standard,Early Bird (> 30 days),1166973.84,4,1,OTA,Cancelled,0.0
BKG00331,2024-12-26,2025-01-19,2025-01-20,Standard,BAR + Member,1295387.94,1,3,Website,Confirmed,1295387.94
BKG00332,2024-10-30,2025-01-19,2025-01-21,Standard,Early Bird (> 30 days),1209029.57,2,3,Direct,Cancelled,0.0
BKG00333,2024-11-05,2025-01-19,2025-01-24,Standard,Early Bird (> 30 days),1169057.88,5,1,Website,Confirmed,5845289.399999999
BKG00334,2024-11-15,2025-01-19,2025-01-23,Standard,Early Bird (> 30 days),1250148.5,4,3,Website,Confirmed,5000594.0
BKG00335,2024-11-02,2025-01-19,2025-01-22,Standard,Early Bird (> 30 days),1152782.95,3,3,OTA,Confirmed,3458348.8499999996
BKG00336,2024-11-14,2025-01-19,2025-01-20,Standard,Early Bird (> 30 days),1189798.58,1,3,OTA,Confirmed,1189798.58
BKG00337,2024-11-27,2025-01-19,2025-01-24,Standard,Early Bird (> 30 days) + Member,1045104.72,5,2,Direct,Confirmed,5225523.6
BKG00338,2024-10-30,2025-01-19,2025-01-21,Standard,Early Bird (> 30 days),1224875.31,2,1,Website,Cancelled,0.0
BKG00339,2024-12-27,2025-01-19,2025-01-22,Standard,Corporate,1490863.2,3,1,OTA,Confirmed,4472589.6
BKG00340,2024-12-06,2025-01-19,2025-01-22,Standard,Early Bird (> 30 days),1228295.84,3,3,OTA,Confirmed,3684887.5200000005
BKG00341,2024-11-01,2025-01-19,2025-01-22,Standard,Early Bird (> 30 days),1215587.19,3,1,OTA,Confirmed,3646761.57
BKG00342,2024-12-10,2025-01-19,2025-01-23,Standard,Early Bird (> 30 days) + Member,1108484.06,4,1,Direct,Cancelled,0.0
BKG00343,2024-11-19,2025-01-19,2025-01-23,Standard,Early Bird (> 30 days),1238260.55,4,3,OTA,Confirmed,4953042.2
BKG00344,2024-11-25,2025-01-19,2025-01-23,Deluxe,Early Bird (> 30 days),1410908.21,4,2,Direct,Confirmed,5643632.84
BKG00345,2024-12-31,2025-01-19,2025-01-26,Deluxe,BAR,1637607.83,7,2,OTA,Confirmed,11463254.81
BKG00346,2024-12-10,2025-01-19,2025-01-22,Deluxe,Early Bird (> 30 days) + Member,1184529.23,3,1,Website,Confirmed,3553587.69
BKG00347,2024-12-30,2025-01-19,2025-01-22,Deluxe,BAR,1533989.03,3,1,OTA,Confirmed,4601967.09
BKG00348,2024-11-23,2025-01-19,2025-01-23,Deluxe,Early Bird (> 30 days) + Member,1215384.44,4,3,Website,Confirmed,4861537.76
BKG00349,2024-12-26,2025-01-19,2025-01-23,Deluxe,BAR,1532105.93,4,1,OTA,Confirmed,6128423.72
BKG00350,2024-12-25,2025-01-19,2025-01-20,Deluxe,Non-Refundable,1543797.2,1,1,OTA,Confirmed,1543797.2
BKG00351,2024-11-15,2025-01-19,2025-01-24,Deluxe,Early Bird (> 30 days),1309285.51,5,2,Website,Confirmed,6546427.55
BKG00352,2024-12-31,2025-01-19,2025-01-21,Deluxe,Corporate + Member,1453449.48,2,3,Website,Confirmed,2906898.96
BKG00353,2024-11-02,2025-01-19,2025-01-23,Deluxe,Early Bird (> 30 days),1382415.11,4,3,OTA,Cancelled,0.0
BKG00354,2024-12-24,2025-01-19,2025-01-25,Suite,Corporate + Member,2379511.69,6,3,Direct,Confirmed,14277070.14
BKG00355,2024-12-31,2025-01-19,2025-01-25,Suite,BAR,2388142.9,6,2,OTA,Confirmed,14328857.399999999
BKG00356,2024-12-08,2025-01-19,2025-01-23,Suite,Early Bird (> 30 days),1992068.5,4,3,OTA,Confirmed,7968274.0
BKG00357,2024-12-11,2025-01-19,2025-01-25,Suite,Early Bird (> 30 days) + Member,1802374.03,6,3,Website,Confirmed,10814244.18
BKG00358,2024-11-06,2025-01-20,2025-01-21,Deluxe,Early Bird (> 30 days),1366570.12,1,1,Website,Confirmed,1366570.12
BKG00359,2024-12-09,2025-01-21,2025-01-25,Standard,Early Bird (> 30 days),1185833.94,4,2,Website,Confirmed,4743335.76
BKG00360,2024-11-30,2025-01-21,2025-01-22,Standard,Early Bird (> 30 days) + Member,1119734.19,1,3,OTA,Confirmed,1119734.19
BKG00361,2024-12-31,2025-01-21,2025-01-23,Standard,Non-Refundable + Member,1210291.54,2,2,Website,Confirmed,2420583.08
BKG00362,2024-10-23,2025-01-21,2025-01-28,Standard,Early Bird (> 30 days),1241628.37,7,1,OTA,Confirmed,8691398.59
BKG00363,2024-11-09,2025-01-21,2025-01-22,Standard,Early Bird (> 30 days),1166644.24,1,3,OTA,Confirmed,1166644.24
BKG00364,2024-11-26,2025-01-21,2025-01-24,Standard,Early Bird (> 30 days),1243046.89,3,2,OTA,Confirmed,3729140.67
BKG00365,2024-11-21,2025-01-21,2025-01-23,Standard,Early Bird (> 30 days),1155674.85,2,1,OTA,Confirmed,2311349.7
BKG00366,2024-12-31,2025-01-21,2025-01-23,Standard,Corporate,1459793.75,2,3,OTA,Confirmed,2919587.5
BKG00367,2024-12-31,2025-01-21,2025-01-22,Standard,Corporate + Member,1340197.6,1,2,Website,Confirmed,1340197.6
BKG00368,2024-11-24,2025-01-21,2025-01-28,Standard,Early Bird (> 30 days),1186201.9,7,1,OTA,Confirmed,8303413.299999999
BKG00369,2024-10-23,2025-01-21,2025-01-25,Standard,Early Bird (> 30 days),1189170.82,4,1,Website,Confirmed,4756683.28
BKG00370,2024-12-03,2025-01-21,2025-01-25,Standard,Early Bird (> 30 days),1210369.75,4,3,OTA,Confirmed,4841479.0
BKG00371,2024-12-31,2025-01-21,2025-01-24,Standard,Non-Refundable,1331542.94,3,3,Direct,Confirmed,3994628.82
BKG00372,2024-12-12,2025-01-21,2025-01-24,Standard,Early Bird (> 30 days) + Member,1118004.79,3,3,Website,Confirmed,3354014.37
BKG00373,2024-12-27,2025-01-21,2025-01-25,Standard,Corporate,1418834.68,4,2,Website,Confirmed,5675338.72
BKG00374,2024-11-10,2025-01-21,2025-01-24,Deluxe,Early Bird (> 30 days) + Member,1182605.48,3,2,Direct,Confirmed,3547816.44
BKG00375,2024-10-26,2025-01-21,2025-01-24,Deluxe,Early Bird (> 30 days),1302265.81,3,3,Website,Confirmed,3906797.43
BKG00376,2024-11-06,2025-01-21,2025-01-22,Deluxe,Early Bird (> 30 days),1295895.09,1,2,Website,Confirmed,1295895.09
BKG00377,2024-11-03,2025-01-21,2025-01-23,Deluxe,Early Bird (> 30 days) + Member,1160891.5,2,1,Website,Confirmed,2321783.0
BKG00378,2024-11-12,2025-01-21,2025-01-26,Deluxe,Early Bird (> 30 days),1334014.07,5,1,Website,Confirmed,6670070.350000001
BKG00379,2024-12-31,2025-01-21,2025-01-24,Suite,BAR,2525266.72,3,2,OTA,Confirmed,7575800.16
BKG00380,2024-12-31,2025-01-21,2025-01-24,Suite,Corporate + Member,2381130.66,3,3,Direct,Confirmed,7143391.98
BKG00381,2024-11-26,2025-01-21,2025-01-24,Suite,Early Bird (> 30 days),2147910.87,3,3,Website,Confirmed,6443732.61
BKG00382,2024-11-24,2025-01-21,2025-01-23,Suite,Early Bird (> 30 days),2144850.98,2,1,Walk-in,Confirmed,4289701.96
BKG00383,2024-12-31,2025-01-22,2025-01-26,Standard,BAR + Member,1197702.71,4,2,Direct,Confirmed,4790810.84
BKG00384,2024-12-28,2025-01-22,2025-01-25,Standard,BAR,1423459.4,3,1,Direct,Confirmed,4270378.199999999
BKG00385,2024-12-25,2025-01-22,2025-01-28,Standard,Non-Refundable,1288309.42,6,1,OTA,Confirmed,7729856.52
BKG00386,2024-11-09,2025-01-22,2025-01-27,Standard,Early Bird (> 30 days),1141079.41,5,3,Direct,Confirmed,5705397.05
BKG00387,2024-12-25,2025-01-22,2025-01-24,Standard,Non-Refundable,1301424.36,2,1,Direct,Confirmed,2602848.72
BKG00388,2024-12-31,2025-01-22,2025-01-24,Standard,Non-Refundable,1375949.05,2,1,OTA,Confirmed,2751898.1
BKG00389,2024-12-31,2025-01-22,2025-01-25,Standard,Non-Refundable,1272219.34,3,3,OTA,Confirmed,3816658.0200000005
BKG00390,2024-11-03,2025-01-22,2025-01-27,Standard,Early Bird (> 30 days),1246643.73,5,1,Walk-in,Confirmed,6233218.65
BKG00391,2024-12-31,2025-01-22,2025-01-26,Standard,Non-Refundable,1368125.85,4,1,OTA,Confirmed,5472503.4
BKG00392,2024-12-31,2025-01-22,2025-01-27,Standard,BAR + Member,1249572.48,5,3,OTA,Confirmed,6247862.4
BKG00393,2024-12-31,2025-01-22,2025-01-24,Standard,Non-Refundable,1298789.79,2,2,Website,Confirmed,2597579.58
BKG00394,2024-12-31,2025-01-22,2025-01-27,Standard,Non-Refundable,1362363.06,5,1,OTA,Confirmed,6811815.300000001
BKG00395,2024-12-03,2025-01-22,2025-01-25,Standard,Early Bird (> 30 days),1249495.87,3,2,Website,Confirmed,3748487.6100000003
